ID_Pagamento;ID_Aluno;ID_Plano;Data_Pagamento;Forma_Pagamento;Desconto;Status
3697;79;1;2022-03-27;Dinheiro;0.0;Pago
3698;136;1;2022-03-27;Dinheiro;0.0;Pago
3699;141;3;2022-03-27;Pix;0.15;Pago
3700;213;1;2022-03-27;Boleto;0.1;Pago
3701;214;1;2022-03-27;Pix;0.15;Pago
3702;254;1;2022-03-27;Dinheiro;0.0;Pago
3703;265;1;2022-03-27;Cartão;0.0;Em atraso
3704;267;2;2022-03-27;Boleto;0.1;Pago
3705;287;2;2022-03-27;Boleto;0.1;Pago
3706;298;1;2022-03-27;Dinheiro;0.0;Pago
3707;394;1;2022-03-27;Cartão;0.0;Pago
3708;456;4;2022-03-27;Dinheiro;0.0;Em atraso
3709;460;1;2022-03-27;Boleto;0.1;Pago
3710;464;1;2022-03-27;Cartão;0.0;Pago
3711;471;1;2022-03-27;Dinheiro;0.0;Pago
3712;521;3;2022-03-27;Pix;0.15;Pago
3713;535;1;2022-03-27;Cartão;0.0;Pago
3714;539;1;2022-03-27;Boleto;0.1;Pago
3715;555;1;2022-03-27;Pix;0.15;Pago
3716;586;2;2022-03-27;Cartão;0.0;Pago
3717;598;1;2022-03-27;Dinheiro;0.0;Pago
3718;615;1;2022-03-27;Dinheiro;0.0;Pago
3719;717;1;2022-03-27;Pix;0.15;Pago
3720;723;3;2022-03-27;Cartão;0.0;Pago
3721;745;1;2022-03-27;Pix;0.15;Pago
3722;758;2;2022-03-27;Cartão;0.0;Em atraso
3723;761;2;2022-03-27;Cartão;0.0;Pago
3724;830;2;2022-03-27;Pix;0.15;Pago
3725;860;1;2022-03-27;Dinheiro;0.0;Pago
3726;917;1;2022-03-27;Dinheiro;0.0;Pago
3727;953;1;2022-03-27;Boleto;0.1;Pago
3728;985;2;2022-03-27;Dinheiro;0.0;Pago
3729;997;2;2022-03-27;Pix;0.15;Pago
3730;9;1;2022-03-28;Boleto;0.1;Pago
3731;77;2;2022-03-28;Cartão;0.0;Em atraso
3732;101;1;2022-03-28;Pix;0.15;Pago
3733;125;4;2022-03-28;Pix;0.15;Pago
3734;136;1;2022-03-28;Dinheiro;0.0;Pago
3735;164;3;2022-03-28;Cartão;0.0;Pago
3736;169;3;2022-03-28;Boleto;0.1;Em atraso
3737;174;1;2022-03-28;Dinheiro;0.0;Pago
3738;174;1;2022-03-28;Cartão;0.0;Pago
3739;180;3;2022-03-28;Cartão;0.0;Pago
3740;192;1;2022-03-28;Dinheiro;0.0;Pago
3741;263;1;2022-03-28;Pix;0.15;Pago
3742;266;1;2022-03-28;Cartão;0.0;Pago
3743;284;3;2022-03-28;Cartão;0.0;Pago
3744;293;1;2022-03-28;Boleto;0.1;Em atraso
3745;304;1;2022-03-28;Cartão;0.0;Pago
3746;419;2;2022-03-28;Cartão;0.0;Pago
3747;434;1;2022-03-28;Boleto;0.1;Pago
3748;446;3;2022-03-28;Pix;0.15;Pago
3749;454;2;2022-03-28;Boleto;0.1;Pago
3750;475;4;2022-03-28;Cartão;0.0;Pago
3751;481;1;2022-03-28;Boleto;0.1;Pago
3752;494;1;2022-03-28;Boleto;0.1;Pago
3753;506;1;2022-03-28;Boleto;0.1;Pago
3754;524;3;2022-03-28;Cartão;0.0;Pago
3755;577;1;2022-03-28;Dinheiro;0.0;Pago
3756;579;1;2022-03-28;Cartão;0.0;Pago
3757;666;1;2022-03-28;Cartão;0.0;Em atraso
3758;681;1;2022-03-28;Cartão;0.0;Pago
3759;724;3;2022-03-28;Dinheiro;0.0;Pago
3760;757;2;2022-03-28;Dinheiro;0.0;Pago
3761;780;2;2022-03-28;Cartão;0.0;Pago
3762;815;3;2022-03-28;Boleto;0.1;Pago
3763;842;1;2022-03-28;Boleto;0.1;Pago
3764;978;1;2022-03-28;Cartão;0.0;Pago
3765;980;1;2022-03-28;Boleto;0.1;Pago
3766;18;1;2022-03-29;Dinheiro;0.0;Pago
3767;42;3;2022-03-29;Cartão;0.0;Pago
3768;50;3;2022-03-29;Boleto;0.1;Pago
3769;97;2;2022-03-29;Dinheiro;0.0;Pago
3770;109;1;2022-03-29;Boleto;0.1;Pago
3771;109;1;2022-03-29;Dinheiro;0.0;Pago
3772;188;2;2022-03-29;Pix;0.15;Pago
3773;191;1;2022-03-29;Cartão;0.0;Pago
3774;251;4;2022-03-29;Dinheiro;0.0;Pago
3775;275;4;2022-03-29;Pix;0.15;Pago
3776;400;3;2022-03-29;Dinheiro;0.0;Pago
3777;426;1;2022-03-29;Dinheiro;0.0;Pago
3778;445;1;2022-03-29;Dinheiro;0.0;Pago
3779;514;1;2022-03-29;Dinheiro;0.0;Pago
3780;558;1;2022-03-29;Boleto;0.1;Pago
3781;608;1;2022-03-29;Pix;0.15;Em atraso
3782;611;3;2022-03-29;Boleto;0.1;Pago
3783;616;1;2022-03-29;Boleto;0.1;Pago
3784;619;1;2022-03-29;Cartão;0.0;Pago
3785;620;1;2022-03-29;Boleto;0.1;Pago
3786;628;1;2022-03-29;Cartão;0.0;Pago
3787;657;1;2022-03-29;Pix;0.15;Pago
3788;678;1;2022-03-29;Pix;0.15;Pago
3789;767;1;2022-03-29;Cartão;0.0;Pago
3790;775;1;2022-03-29;Boleto;0.1;Pago
3791;787;1;2022-03-29;Dinheiro;0.0;Pago
3792;790;1;2022-03-29;Boleto;0.1;Pago
3793;819;1;2022-03-29;Boleto;0.1;Pago
3794;845;1;2022-03-29;Cartão;0.0;Pago
3795;879;1;2022-03-29;Pix;0.15;Pago
3796;920;1;2022-03-29;Dinheiro;0.0;Pago
3797;944;2;2022-03-29;Dinheiro;0.0;Pago
3798;945;1;2022-03-29;Dinheiro;0.0;Pago
3799;959;2;2022-03-29;Cartão;0.0;Pago
3800;976;1;2022-03-29;Cartão;0.0;Pago
3801;977;1;2022-03-29;Boleto;0.1;Pago
3802;991;1;2022-03-29;Cartão;0.0;Pago
3803;11;2;2022-03-30;Pix;0.15;Pago
3804;33;1;2022-03-30;Dinheiro;0.0;Pago
3805;41;1;2022-03-30;Boleto;0.1;Pago
3806;55;1;2022-03-30;Dinheiro;0.0;Pago
3807;58;3;2022-03-30;Dinheiro;0.0;Pago
3808;68;1;2022-03-30;Cartão;0.0;Pago
3809;99;2;2022-03-30;Cartão;0.0;Pago
3810;149;1;2022-03-30;Dinheiro;0.0;Pago
3811;186;1;2022-03-30;Cartão;0.0;Pago
3812;195;2;2022-03-30;Dinheiro;0.0;Pago
3813;199;2;2022-03-30;Dinheiro;0.0;Em atraso
3814;247;1;2022-03-30;Boleto;0.1;Pago
3815;271;1;2022-03-30;Cartão;0.0;Pago
3816;278;2;2022-03-30;Dinheiro;0.0;Pago
3817;294;1;2022-03-30;Pix;0.15;Pago
3818;346;2;2022-03-30;Boleto;0.1;Pago
3819;357;2;2022-03-30;Pix;0.15;Pago
3820;361;1;2022-03-30;Pix;0.15;Pago
3821;405;2;2022-03-30;Dinheiro;0.0;Pago
3822;439;2;2022-03-30;Cartão;0.0;Pago
3823;501;1;2022-03-30;Boleto;0.1;Pago
3824;505;2;2022-03-30;Pix;0.15;Em atraso
3825;507;1;2022-03-30;Cartão;0.0;Pago
3826;517;1;2022-03-30;Boleto;0.1;Pago
3827;518;1;2022-03-30;Pix;0.15;Pago
3828;537;4;2022-03-30;Cartão;0.0;Pago
3829;554;3;2022-03-30;Boleto;0.1;Pago
3830;566;1;2022-03-30;Boleto;0.1;Pago
3831;639;1;2022-03-30;Dinheiro;0.0;Pago
3832;643;4;2022-03-30;Boleto;0.1;Pago
3833;670;1;2022-03-30;Pix;0.15;Pago
3834;696;4;2022-03-30;Dinheiro;0.0;Pago
3835;701;1;2022-03-30;Cartão;0.0;Pago
3836;706;1;2022-03-30;Cartão;0.0;Pago
3837;768;2;2022-03-30;Dinheiro;0.0;Pago
3838;810;1;2022-03-30;Dinheiro;0.0;Pago
3839;862;1;2022-03-30;Boleto;0.1;Pago
3840;882;1;2022-03-30;Dinheiro;0.0;Pago
3841;906;3;2022-03-30;Cartão;0.0;Pago
3842;987;1;2022-03-30;Boleto;0.1;Pago
3843;17;3;2022-03-31;Cartão;0.0;Pago
3844;38;1;2022-03-31;Boleto;0.1;Em atraso
3845;43;4;2022-03-31;Dinheiro;0.0;Pago
3846;88;1;2022-03-31;Pix;0.15;Pago
3847;147;2;2022-03-31;Cartão;0.0;Pago
3848;183;4;2022-03-31;Pix;0.15;Pago
3849;190;1;2022-03-31;Dinheiro;0.0;Pago
3850;201;1;2022-03-31;Dinheiro;0.0;Pago
3851;242;1;2022-03-31;Pix;0.15;Pago
3852;429;3;2022-03-31;Dinheiro;0.0;Pago
3853;437;1;2022-03-31;Pix;0.15;Pago
3854;442;1;2022-03-31;Dinheiro;0.0;Pago
3855;469;1;2022-03-31;Dinheiro;0.0;Pago
3856;519;1;2022-03-31;Cartão;0.0;Pago
3857;527;1;2022-03-31;Dinheiro;0.0;Pago
3858;536;1;2022-03-31;Cartão;0.0;Pago
3859;641;1;2022-03-31;Pix;0.15;Pago
3860;658;1;2022-03-31;Cartão;0.0;Pago
3861;706;1;2022-03-31;Pix;0.15;Pago
3862;714;2;2022-03-31;Dinheiro;0.0;Pago
3863;729;1;2022-03-31;Dinheiro;0.0;Pago
3864;759;2;2022-03-31;Boleto;0.1;Pago
3865;854;1;2022-03-31;Dinheiro;0.0;Pago
3866;883;1;2022-03-31;Boleto;0.1;Pago
3867;886;1;2022-03-31;Boleto;0.1;Pago
3868;918;1;2022-03-31;Boleto;0.1;Pago
3869;934;2;2022-03-31;Cartão;0.0;Pago
3870;943;2;2022-03-31;Dinheiro;0.0;Pago
3871;982;1;2022-03-31;Pix;0.15;Pago
3872;9;1;2022-04-25;Pix;0.15;Em atraso
3873;26;2;2022-04-25;Dinheiro;0.0;Pago
3874;32;1;2022-04-25;Cartão;0.0;Pago
3875;109;1;2022-04-25;Cartão;0.0;Pago
3876;116;1;2022-04-25;Boleto;0.1;Pago
3877;165;1;2022-04-25;Pix;0.15;Pago
3878;191;1;2022-04-25;Boleto;0.1;Em atraso
3879;201;1;2022-04-25;Boleto;0.1;Pago
3880;217;3;2022-04-25;Dinheiro;0.0;Pago
3881;242;1;2022-04-25;Dinheiro;0.0;Pago
3882;302;2;2022-04-25;Cartão;0.0;Pago
3883;314;1;2022-04-25;Pix;0.15;Pago
3884;394;1;2022-04-25;Boleto;0.1;Pago
3885;465;1;2022-04-25;Pix;0.15;Pago
3886;523;2;2022-04-25;Cartão;0.0;Pago
3887;526;4;2022-04-25;Pix;0.15;Pago
3888;566;1;2022-04-25;Cartão;0.0;Pago
3889;615;1;2022-04-25;Boleto;0.1;Pago
3890;616;1;2022-04-25;Dinheiro;0.0;Pago
3891;619;1;2022-04-25;Dinheiro;0.0;Pago
3892;642;1;2022-04-25;Cartão;0.0;Pago
3893;725;1;2022-04-25;Boleto;0.1;Pago
3894;862;1;2022-04-25;Pix;0.15;Pago
3895;920;1;2022-04-25;Dinheiro;0.0;Pago
3896;994;1;2022-04-25;Boleto;0.1;Pago
3897;995;2;2022-04-25;Dinheiro;0.0;Pago
3898;55;1;2022-04-26;Boleto;0.1;Pago
3899;63;1;2022-04-26;Boleto;0.1;Pago
3900;75;3;2022-04-26;Cartão;0.0;Pago
3901;139;2;2022-04-26;Cartão;0.0;Pago
3902;174;1;2022-04-26;Cartão;0.0;Pago
3903;190;1;2022-04-26;Boleto;0.1;Pago
3904;197;3;2022-04-26;Dinheiro;0.0;Em atraso
3905;213;1;2022-04-26;Pix;0.15;Pago
3906;380;2;2022-04-26;Dinheiro;0.0;Pago
3907;384;3;2022-04-26;Boleto;0.1;Pago
3908;434;1;2022-04-26;Dinheiro;0.0;Pago
3909;445;1;2022-04-26;Boleto;0.1;Pago
3910;469;1;2022-04-26;Pix;0.15;Pago
3911;471;1;2022-04-26;Cartão;0.0;Pago
3912;558;1;2022-04-26;Pix;0.15;Pago
3913;560;2;2022-04-26;Dinheiro;0.0;Pago
3914;608;1;2022-04-26;Pix;0.15;Pago
3915;717;1;2022-04-26;Cartão;0.0;Pago
3916;794;2;2022-04-26;Dinheiro;0.0;Pago
3917;829;3;2022-04-26;Boleto;0.1;Pago
3918;860;1;2022-04-26;Pix;0.15;Pago
3919;886;1;2022-04-26;Cartão;0.0;Pago
3920;894;2;2022-04-26;Boleto;0.1;Pago
3921;899;2;2022-04-26;Cartão;0.0;Pago
3922;905;1;2022-04-26;Pix;0.15;Pago
3923;945;1;2022-04-26;Cartão;0.0;Pago
3924;947;1;2022-04-26;Pix;0.15;Pago
3925;976;1;2022-04-26;Cartão;0.0;Pago
3926;981;3;2022-04-26;Boleto;0.1;Pago
3927;8;4;2022-04-27;Boleto;0.1;Pago
3928;68;1;2022-04-27;Boleto;0.1;Pago
3929;70;2;2022-04-27;Cartão;0.0;Pago
3930;79;1;2022-04-27;Cartão;0.0;Pago
3931;265;1;2022-04-27;Dinheiro;0.0;Pago
3932;368;1;2022-04-27;Dinheiro;0.0;Pago
3933;382;2;2022-04-27;Boleto;0.1;Pago
3934;437;1;2022-04-27;Cartão;0.0;Pago
3935;481;1;2022-04-27;Dinheiro;0.0;Pago
3936;487;2;2022-04-27;Dinheiro;0.0;Pago
3937;489;1;2022-04-27;Dinheiro;0.0;Pago
3938;518;1;2022-04-27;Cartão;0.0;Pago
3939;598;1;2022-04-27;Cartão;0.0;Pago
3940;628;1;2022-04-27;Pix;0.15;Pago
3941;641;1;2022-04-27;Dinheiro;0.0;Pago
3942;666;1;2022-04-27;Dinheiro;0.0;Pago
3943;678;1;2022-04-27;Boleto;0.1;Pago
3944;737;2;2022-04-27;Dinheiro;0.0;Pago
3945;740;3;2022-04-27;Cartão;0.0;Pago
3946;751;2;2022-04-27;Pix;0.15;Pago
3947;790;1;2022-04-27;Cartão;0.0;Pago
3948;811;3;2022-04-27;Boleto;0.1;Pago
3949;854;1;2022-04-27;Dinheiro;0.0;Pago
3950;879;1;2022-04-27;Pix;0.15;Pago
3951;882;1;2022-04-27;Boleto;0.1;Pago
3952;890;1;2022-04-27;Boleto;0.1;Pago
3953;917;1;2022-04-27;Cartão;0.0;Pago
3954;978;1;2022-04-27;Pix;0.15;Pago
3955;983;2;2022-04-27;Pix;0.15;Pago
3956;991;1;2022-04-27;Boleto;0.1;Pago
3957;18;1;2022-04-28;Dinheiro;0.0;Pago
3958;53;2;2022-04-28;Pix;0.15;Pago
3959;88;1;2022-04-28;Boleto;0.1;Pago
3960;121;1;2022-04-28;Dinheiro;0.0;Em atraso
3961;123;4;2022-04-28;Boleto;0.1;Pago
3962;129;1;2022-04-28;Pix;0.15;Pago
3963;136;1;2022-04-28;Dinheiro;0.0;Pago
3964;193;1;2022-04-28;Cartão;0.0;Pago
3965;214;1;2022-04-28;Dinheiro;0.0;Pago
3966;233;3;2022-04-28;Cartão;0.0;Pago
3967;253;3;2022-04-28;Pix;0.15;Pago
3968;289;2;2022-04-28;Cartão;0.0;Pago
3969;318;1;2022-04-28;Boleto;0.1;Pago
3970;333;1;2022-04-28;Dinheiro;0.0;Pago
3971;356;2;2022-04-28;Cartão;0.0;Pago
3972;372;4;2022-04-28;Boleto;0.1;Pago
3973;426;1;2022-04-28;Pix;0.15;Pago
3974;431;2;2022-04-28;Dinheiro;0.0;Pago
3975;436;4;2022-04-28;Pix;0.15;Pago
3976;440;1;2022-04-28;Boleto;0.1;Pago
3977;472;2;2022-04-28;Dinheiro;0.0;Pago
3978;506;1;2022-04-28;Pix;0.15;Pago
3979;514;1;2022-04-28;Dinheiro;0.0;Pago
3980;555;1;2022-04-28;Cartão;0.0;Pago
3981;577;1;2022-04-28;Dinheiro;0.0;Pago
3982;584;2;2022-04-28;Dinheiro;0.0;Pago
3983;589;2;2022-04-28;Dinheiro;0.0;Pago
3984;594;2;2022-04-28;Cartão;0.0;Pago
3985;620;1;2022-04-28;Cartão;0.0;Pago
3986;670;1;2022-04-28;Pix;0.15;Pago
3987;686;2;2022-04-28;Cartão;0.0;Pago
3988;706;1;2022-04-28;Boleto;0.1;Pago
3989;721;2;2022-04-28;Cartão;0.0;Em atraso
3990;729;1;2022-04-28;Boleto;0.1;Pago
3991;782;2;2022-04-28;Pix;0.15;Pago
3992;787;1;2022-04-28;Dinheiro;0.0;Pago
3993;804;2;2022-04-28;Cartão;0.0;Pago
3994;33;1;2022-04-29;Dinheiro;0.0;Pago
3995;41;1;2022-04-29;Pix;0.15;Pago
3996;66;3;2022-04-29;Cartão;0.0;Pago
3997;101;1;2022-04-29;Cartão;0.0;Pago
3998;112;3;2022-04-29;Boleto;0.1;Pago
3999;149;1;2022-04-29;Boleto;0.1;Pago
4000;200;2;2022-04-29;Boleto;0.1;Pago
4001;205;1;2022-04-29;Pix;0.15;Pago
4002;228;1;2022-04-29;Cartão;0.0;Pago
4003;243;1;2022-04-29;Dinheiro;0.0;Pago
4004;248;2;2022-04-29;Boleto;0.1;Pago
4005;254;1;2022-04-29;Cartão;0.0;Pago
4006;263;1;2022-04-29;Dinheiro;0.0;Pago
4007;266;1;2022-04-29;Dinheiro;0.0;Pago
4008;271;1;2022-04-29;Boleto;0.1;Pago
4009;293;1;2022-04-29;Pix;0.15;Pago
4010;298;1;2022-04-29;Pix;0.15;Pago
4011;304;1;2022-04-29;Boleto;0.1;Pago
4012;355;3;2022-04-29;Cartão;0.0;Pago
4013;361;1;2022-04-29;Dinheiro;0.0;Pago
4014;422;4;2022-04-29;Boleto;0.1;Pago
4015;442;1;2022-04-29;Boleto;0.1;Pago
4016;501;1;2022-04-29;Boleto;0.1;Pago
4017;507;1;2022-04-29;Cartão;0.0;Pago
4018;517;1;2022-04-29;Dinheiro;0.0;Pago
4019;527;1;2022-04-29;Boleto;0.1;Pago
4020;539;1;2022-04-29;Cartão;0.0;Pago
4021;551;2;2022-04-29;Dinheiro;0.0;Pago
4022;579;1;2022-04-29;Boleto;0.1;Pago
4023;592;3;2022-04-29;Cartão;0.0;Pago
4024;681;1;2022-04-29;Pix;0.15;Pago
4025;701;1;2022-04-29;Cartão;0.0;Pago
4026;745;1;2022-04-29;Pix;0.15;Pago
4027;767;1;2022-04-29;Dinheiro;0.0;Pago
4028;774;2;2022-04-29;Dinheiro;0.0;Pago
4029;775;1;2022-04-29;Dinheiro;0.0;Pago
4030;791;1;2022-04-29;Dinheiro;0.0;Pago
4031;819;1;2022-04-29;Pix;0.15;Pago
4032;845;1;2022-04-29;Dinheiro;0.0;Pago
4033;855;4;2022-04-29;Dinheiro;0.0;Pago
4034;866;4;2022-04-29;Pix;0.15;Pago
4035;872;1;2022-04-29;Dinheiro;0.0;Pago
4036;883;1;2022-04-29;Boleto;0.1;Pago
4037;900;1;2022-04-29;Pix;0.15;Pago
4038;921;1;2022-04-29;Pix;0.15;Pago
4039;928;1;2022-04-29;Pix;0.15;Pago
4040;941;2;2022-04-29;Pix;0.15;Pago
4041;953;1;2022-04-29;Dinheiro;0.0;Pago
4042;975;1;2022-04-29;Boleto;0.1;Pago
4043;980;1;2022-04-29;Boleto;0.1;Pago
4044;982;1;2022-04-29;Dinheiro;0.0;Pago
4045;27;2;2022-04-30;Cartão;0.0;Pago
4046;38;1;2022-04-30;Cartão;0.0;Em atraso
4047;57;1;2022-04-30;Cartão;0.0;Em atraso
4048;72;1;2022-04-30;Boleto;0.1;Pago
4049;74;1;2022-04-30;Boleto;0.1;Pago
4050;186;1;2022-04-30;Pix;0.15;Pago
4051;192;1;2022-04-30;Cartão;0.0;Pago
4052;247;1;2022-04-30;Pix;0.15;Pago
4053;262;2;2022-04-30;Cartão;0.0;Pago
4054;279;1;2022-04-30;Pix;0.15;Pago
4055;294;1;2022-04-30;Cartão;0.0;Pago
4056;297;1;2022-04-30;Boleto;0.1;Pago
4057;317;2;2022-04-30;Pix;0.15;Pago
4058;341;1;2022-04-30;Cartão;0.0;Pago
4059;383;2;2022-04-30;Pix;0.15;Pago
4060;438;1;2022-04-30;Pix;0.15;Pago
4061;460;1;2022-04-30;Boleto;0.1;Pago
4062;464;1;2022-04-30;Dinheiro;0.0;Pago
4063;467;3;2022-04-30;Cartão;0.0;Pago
4064;494;1;2022-04-30;Pix;0.15;Pago
4065;508;2;2022-04-30;Dinheiro;0.0;Pago
4066;519;1;2022-04-30;Boleto;0.1;Pago
4067;535;1;2022-04-30;Cartão;0.0;Pago
4068;536;1;2022-04-30;Dinheiro;0.0;Em atraso
4069;546;2;2022-04-30;Cartão;0.0;Pago
4070;576;2;2022-04-30;Cartão;0.0;Pago
4071;639;1;2022-04-30;Cartão;0.0;Pago
4072;657;1;2022-04-30;Cartão;0.0;Pago
4073;658;1;2022-04-30;Cartão;0.0;Pago
4074;693;2;2022-04-30;Cartão;0.0;Pago
4075;697;2;2022-04-30;Dinheiro;0.0;Em atraso
4076;801;2;2022-04-30;Pix;0.15;Pago
4077;807;2;2022-04-30;Dinheiro;0.0;Pago
4078;810;1;2022-04-30;Pix;0.15;Pago
4079;842;1;2022-04-30;Cartão;0.0;Pago
4080;918;1;2022-04-30;Cartão;0.0;Pago
4081;923;2;2022-04-30;Cartão;0.0;Pago
4082;940;2;2022-04-30;Pix;0.15;Pago
4083;977;1;2022-04-30;Cartão;0.0;Pago
4084;987;1;2022-04-30;Cartão;0.0;Pago
4085;988;3;2022-04-30;Dinheiro;0.0;Pago
4086;24;2;2022-05-25;Boleto;0.1;Pago
4087;32;1;2022-05-25;Boleto;0.1;Pago
4088;33;1;2022-05-25;Dinheiro;0.0;Pago
4089;190;1;2022-05-25;Dinheiro;0.0;Pago
4090;208;2;2022-05-25;Cartão;0.0;Em atraso
4091;214;1;2022-05-25;Pix;0.15;Pago
4092;242;1;2022-05-25;Boleto;0.1;Pago
4093;270;4;2022-05-25;Cartão;0.0;Pago
4094;290;2;2022-05-25;Cartão;0.0;Pago
4095;354;4;2022-05-25;Boleto;0.1;Pago
4096;368;1;2022-05-25;Pix;0.15;Pago
4097;373;3;2022-05-25;Cartão;0.0;Pago
4098;437;1;2022-05-25;Pix;0.15;Pago
4099;450;4;2022-05-25;Cartão;0.0;Pago
4100;489;1;2022-05-25;Pix;0.15;Pago
4101;507;1;2022-05-25;Pix;0.15;Pago
4102;518;1;2022-05-25;Dinheiro;0.0;Pago
4103;536;1;2022-05-25;Pix;0.15;Pago
4104;580;4;2022-05-25;Dinheiro;0.0;Pago
4105;678;1;2022-05-25;Dinheiro;0.0;Pago
4106;760;2;2022-05-25;Pix;0.15;Pago
4107;775;1;2022-05-25;Cartão;0.0;Pago
4108;917;1;2022-05-25;Dinheiro;0.0;Pago
4109;935;3;2022-05-25;Dinheiro;0.0;Pago
4110;953;1;2022-05-25;Dinheiro;0.0;Pago
4111;18;1;2022-05-26;Dinheiro;0.0;Pago
4112;38;1;2022-05-26;Cartão;0.0;Pago
4113;86;4;2022-05-26;Cartão;0.0;Pago
4114;88;1;2022-05-26;Pix;0.15;Pago
4115;192;1;2022-05-26;Dinheiro;0.0;Pago
4116;228;1;2022-05-26;Cartão;0.0;Pago
4117;238;1;2022-05-26;Pix;0.15;Pago
4118;243;1;2022-05-26;Cartão;0.0;Pago
4119;263;1;2022-05-26;Boleto;0.1;Em atraso
4120;265;1;2022-05-26;Pix;0.15;Pago
4121;273;4;2022-05-26;Cartão;0.0;Pago
4122;279;1;2022-05-26;Boleto;0.1;Pago
4123;341;1;2022-05-26;Dinheiro;0.0;Pago
4124;377;4;2022-05-26;Dinheiro;0.0;Pago
4125;394;1;2022-05-26;Cartão;0.0;Pago
4126;440;1;2022-05-26;Boleto;0.1;Pago
4127;460;1;2022-05-26;Cartão;0.0;Pago
4128;471;1;2022-05-26;Cartão;0.0;Pago
4129;514;1;2022-05-26;Boleto;0.1;Pago
4130;516;2;2022-05-26;Pix;0.15;Em atraso
4131;517;1;2022-05-26;Cartão;0.0;Em atraso
4132;539;1;2022-05-26;Cartão;0.0;Pago
4133;573;2;2022-05-26;Boleto;0.1;Pago
4134;579;1;2022-05-26;Dinheiro;0.0;Pago
4135;616;1;2022-05-26;Boleto;0.1;Pago
4136;627;1;2022-05-26;Pix;0.15;Pago
4137;717;1;2022-05-26;Cartão;0.0;Pago
4138;819;1;2022-05-26;Boleto;0.1;Pago
4139;844;4;2022-05-26;Dinheiro;0.0;Pago
4140;854;1;2022-05-26;Boleto;0.1;Pago
4141;860;1;2022-05-26;Dinheiro;0.0;Em atraso
4142;872;1;2022-05-26;Cartão;0.0;Pago
4143;883;1;2022-05-26;Pix;0.15;Pago
4144;890;1;2022-05-26;Dinheiro;0.0;Pago
4145;907;2;2022-05-26;Dinheiro;0.0;Pago
4146;918;1;2022-05-26;Boleto;0.1;Pago
4147;943;2;2022-05-26;Dinheiro;0.0;Em atraso
4148;68;1;2022-05-27;Boleto;0.1;Pago
4149;72;1;2022-05-27;Pix;0.15;Em atraso
4150;95;3;2022-05-27;Pix;0.15;Pago
4151;191;1;2022-05-27;Pix;0.15;Pago
4152;213;1;2022-05-27;Cartão;0.0;Pago
4153;254;1;2022-05-27;Cartão;0.0;Pago
4154;266;1;2022-05-27;Cartão;0.0;Pago
4155;304;1;2022-05-27;Boleto;0.1;Pago
4156;340;2;2022-05-27;Cartão;0.0;Pago
4157;379;2;2022-05-27;Boleto;0.1;Pago
4158;396;3;2022-05-27;Pix;0.15;Pago
4159;403;3;2022-05-27;Pix;0.15;Pago
4160;417;2;2022-05-27;Boleto;0.1;Pago
4161;464;1;2022-05-27;Dinheiro;0.0;Em atraso
4162;465;1;2022-05-27;Dinheiro;0.0;Pago
4163;527;1;2022-05-27;Boleto;0.1;Pago
4164;555;1;2022-05-27;Pix;0.15;Pago
4165;555;1;2022-05-27;Boleto;0.1;Pago
4166;583;3;2022-05-27;Boleto;0.1;Pago
4167;597;2;2022-05-27;Cartão;0.0;Pago
4168;608;1;2022-05-27;Cartão;0.0;Pago
4169;620;1;2022-05-27;Boleto;0.1;Pago
4170;628;1;2022-05-27;Dinheiro;0.0;Pago
4171;681;1;2022-05-27;Dinheiro;0.0;Pago
4172;706;1;2022-05-27;Cartão;0.0;Pago
4173;791;1;2022-05-27;Cartão;0.0;Pago
4174;820;3;2022-05-27;Cartão;0.0;Pago
4175;847;2;2022-05-27;Boleto;0.1;Pago
4176;886;1;2022-05-27;Boleto;0.1;Pago
4177;909;4;2022-05-27;Pix;0.15;Pago
4178;921;1;2022-05-27;Pix;0.15;Pago
4179;945;1;2022-05-27;Pix;0.15;Pago
4180;978;1;2022-05-27;Pix;0.15;Pago
4181;5;2;2022-05-28;Dinheiro;0.0;Pago
4182;79;1;2022-05-28;Pix;0.15;Pago
4183;108;2;2022-05-28;Cartão;0.0;Pago
4184;136;1;2022-05-28;Boleto;0.1;Pago
4185;149;1;2022-05-28;Cartão;0.0;Pago
4186;201;1;2022-05-28;Boleto;0.1;Pago
4187;203;2;2022-05-28;Cartão;0.0;Pago
4188;247;1;2022-05-28;Boleto;0.1;Pago
4189;288;2;2022-05-28;Pix;0.15;Pago
4190;333;1;2022-05-28;Dinheiro;0.0;Pago
4191;426;1;2022-05-28;Cartão;0.0;Pago
4192;438;1;2022-05-28;Dinheiro;0.0;Pago
4193;469;1;2022-05-28;Dinheiro;0.0;Pago
4194;506;1;2022-05-28;Dinheiro;0.0;Pago
4195;558;1;2022-05-28;Cartão;0.0;Pago
4196;587;2;2022-05-28;Dinheiro;0.0;Pago
4197;598;1;2022-05-28;Pix;0.15;Pago
4198;657;1;2022-05-28;Cartão;0.0;Pago
4199;662;4;2022-05-28;Dinheiro;0.0;Pago
4200;670;1;2022-05-28;Pix;0.15;Pago
4201;707;3;2022-05-28;Dinheiro;0.0;Pago
4202;733;3;2022-05-28;Pix;0.15;Pago
4203;787;1;2022-05-28;Pix;0.15;Pago
4204;795;1;2022-05-28;Dinheiro;0.0;Pago
